NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20224241,2022,2,3.29,56,4,71,1,1
20224242,2023,4,2.21,77,4,99,1,1
20224243,2021,4,2.39,48,2,60,0,1
20224244,2021,6,2.49,113,1,79,0,0
20224245,2021,3,3.29,123,2,90,0,0
20224246,2023,5,3.49,117,1,63,0,1
20224247,2021,5,2.55,53,2,85,1,0
20224248,2023,6,2.39,65,1,71,1,1
20224249,2021,8,3.58,132,1,81,1,0
20224250,2022,7,3.8,101,1,60,0,1
20224251,2023,8,3.14,130,1,60,0,1
20224252,2023,5,3.78,64,0,62,0,1
20224253,2021,4,3.12,119,1,71,0,1
20224254,2023,6,3.27,75,1,80,1,0
20224255,2023,2,2.58,137,4,72,1,1
20224256,2022,3,2.67,119,0,72,1,0
20224257,2022,3,2.09,72,1,77,0,1
20224258,2021,3,3.45,42,3,92,1,0
20224259,2022,4,3.66,126,0,65,1,0
20224260,2021,2,3.05,50,4,84,1,0
20224261,2021,6,2.49,97,2,82,1,0
20224262,2021,6,2.11,103,4,83,0,1
20224263,2023,3,2.33,57,4,96,0,1
20224264,2022,2,2.31,86,0,85,1,1
20224265,2021,2,3.03,83,0,63,1,0
20224266,2022,2,3.69,132,3,97,1,1
20224267,2021,5,1.9,98,3,94,1,1
20224268,2022,5,1.8,89,0,70,1,1
20224269,2022,3,3.0,108,0,95,0,0
20224270,2021,2,2.37,127,0,84,1,0
20224271,2023,7,3.56,68,2,79,1,0
20224272,2022,2,2.45,132,4,60,1,1
20224273,2023,6,2.38,129,3,89,0,1
20224274,2023,6,2.34,106,3,63,0,1
20224275,2021,3,2.09,41,1,82,0,1
20224276,2021,7,2.96,64,2,94,0,0
20224277,2021,2,2.14,58,0,81,0,1
20224278,2022,8,2.65,79,0,90,1,0
20224279,2021,7,2.72,41,2,60,1,0
20224280,2021,3,1.84,122,3,63,0,1
20224281,2022,6,1.83,104,0,78,0,1
20224282,2022,8,2.84,101,1,89,0,0
20224283,2021,6,3.19,130,3,60,1,1
20224284,2021,5,3.68,93,4,78,0,1
20224285,2021,3,2.16,84,2,80,0,1
20224286,2021,3,2.01,88,3,81,0,1
20224287,2023,2,1.9,138,4,61,1,1
20224288,2023,2,2.67,108,1,65,0,1
20224289,2021,5,3.05,77,2,80,1,0
20224290,2023,8,3.48,43,0,92,1,0
20224291,2022,4,3.17,56,0,78,1,0
20224292,2023,7,2.22,92,4,86,1,1
20224293,2023,4,2.72,124,3,96,1,0
20224294,2021,4,3.62,92,1,88,0,0
20224295,2023,3,2.45,70,4,87,1,0
20224296,2023,7,2.8,61,1,93,1,0
20224297,2023,3,3.72,50,1,60,1,0
20224298,2023,7,3.27,73,1,84,0,1
20224299,2022,6,3.3,54,2,80,1,0
20224300,2021,3,2.3,49,4,93,1,1
20224301,2021,3,2.63,135,2,85,1,0
20224302,2022,3,1.96,92,3,95,0,1
20224303,2023,8,3.01,87,3,94,1,0
20224304,2022,5,2.01,70,0,82,1,0
20224305,2023,3,3.47,76,0,76,1,0
20224306,2022,2,3.43,67,0,71,1,0
20224307,2021,2,2.87,70,3,79,1,0
20224308,2021,7,2.08,109,1,98,1,0
20224309,2021,6,1.85,53,1,86,1,0
20224310,2023,5,3.39,126,4,96,0,1
20224311,2023,8,3.0,55,3,79,0,1
20224312,2022,7,3.22,64,0,70,0,1
20224313,2022,2,2.41,78,3,87,1,0
20224314,2021,5,2.82,105,1,61,0,1
20224315,2023,5,3.29,77,1,83,1,0
20224316,2022,6,2.73,80,2,75,0,0
20224317,2023,5,3.0,137,2,71,0,1
20224318,2023,3,3.38,79,4,75,1,0
20224319,2021,5,2.23,103,3,95,1,1
20224320,2021,6,1.93,128,2,61,1,1
20224321,2023,7,2.86,139,2,84,1,0
20224322,2023,6,1.92,55,3,88,1,1
20224323,2023,8,3.33,121,1,87,0,0
20224324,2023,6,3.24,116,4,69,1,1
20224325,2021,2,3.56,98,4,82,0,1
20224326,2022,3,3.08,130,4,91,0,1
20224327,2021,2,1.93,137,2,90,1,0
20224328,2022,7,2.31,50,1,78,0,1
20224329,2023,4,3.42,40,4,74,0,1
20224330,2022,7,2.13,52,3,92,1,1
20224331,2021,3,3.2,69,4,76,1,0
20224332,2021,5,3.36,108,0,95,0,0
20224333,2023,6,2.46,57,1,79,0,0
20224334,2021,4,2.44,117,0,68,0,1
20224335,2023,3,2.92,52,1,97,1,0
20224336,2021,2,3.52,71,3,62,1,1
20224337,2021,6,2.25,110,2,61,1,1
20224338,2023,7,3.68,111,2,77,0,0
20224339,2022,2,3.0,89,1,82,1,0
20224340,2021,3,3.78,110,4,78,1,0
20224341,2022,3,1.98,119,0,66,0,1
20224342,2021,7,2.05,70,3,94,0,1
20224343,2021,4,3.45,90,4,79,0,1
20224344,2021,7,3.53,66,2,79,1,0
20224345,2021,5,2.69,99,4,78,1,0
20224346,2022,2,3.23,72,0,75,1,0
20224347,2022,4,3.54,92,2,97,1,0
20224348,2021,6,1.89,132,1,80,1,0
20224349,2021,8,2.95,111,3,88,1,0
20224350,2022,5,3.51,72,3,97,1,0
20224351,2023,4,2.6,80,2,83,0,0
20224352,2023,8,2.4,58,1,96,1,0
20224353,2022,8,3.39,124,0,88,1,0
20224354,2021,2,2.47,80,3,90,0,1
20224355,2021,3,1.81,124,2,98,0,1
20224356,2023,6,3.72,128,3,71,0,1
20224357,2023,7,2.98,81,1,89,0,0
20224358,2022,2,3.44,62,0,63,1,0
20224359,2023,5,3.45,114,1,89,1,0
20224360,2022,8,1.93,72,4,64,0,1
20224361,2023,5,2.14,59,1,75,0,1
20224362,2023,8,2.42,64,1,86,1,0
20224363,2023,3,2.44,129,3,63,0,1
20224364,2021,3,3.12,91,1,67,0,1
20224365,2021,6,3.05,51,2,67,1,0
20224366,2021,7,2.79,71,3,76,0,1
20224367,2023,6,2.22,72,3,62,1,1
20224368,2022,3,2.56,113,4,86,0,1
20224369,2022,3,2.89,107,2,93,1,0
20224370,2022,5,2.74,54,1,80,0,0
20224371,2022,3,2.05,90,4,83,1,1
20224372,2021,4,3.1,45,2,88,1,0
20224373,2021,8,1.95,130,4,98,0,1
20224374,2023,2,2.56,108,0,65,0,1
20224375,2023,3,3.22,108,1,73,0,1
20224376,2022,6,1.84,121,4,73,0,1
20224377,2021,7,2.94,131,0,96,0,0
20224378,2022,8,2.47,74,1,83,1,0
20224379,2023,8,1.82,125,4,72,1,1
20224380,2023,7,2.18,73,4,60,1,1
20224381,2022,7,3.68,102,4,71,1,1
20224382,2023,8,2.84,107,4,83,0,1
20224383,2022,4,3.79,57,3,96,1,0
20224384,2021,6,2.85,65,4,79,1,0
20224385,2022,4,2.89,125,3,65,1,1
20224386,2021,3,2.58,136,3,71,0,1
20224387,2021,2,2.42,100,0,80,0,0
20224388,2023,7,2.3,117,1,62,1,1
20224389,2023,6,2.49,134,3,86,0,1
20224390,2023,7,2.72,113,2,95,1,0
20224391,2022,4,2.18,127,3,76,0,1
20224392,2022,5,2.25,124,2,74,0,1
20224393,2023,3,2.34,87,0,98,0,1
20224394,2022,2,2.7,111,2,63,1,0
20224395,2023,3,3.11,135,0,76,0,1
20224396,2022,5,3.51,70,0,97,1,0
20224397,2021,2,2.37,73,0,70,0,1
20224398,2021,5,2.17,126,2,71,1,1
20224399,2023,3,2.56,128,2,91,1,0
20224400,2022,4,3.59,46,0,86,1,0
20224401,2022,8,1.82,122,0,86,1,0
20224402,2021,3,3.16,46,1,99,1,0
20224403,2021,3,2.75,86,0,88,1,0
20224404,2023,3,2.12,47,4,68,0,1
20224405,2021,6,2.44,117,1,62,1,0
20224406,2023,5,2.25,40,1,98,0,1
20224407,2021,5,3.56,116,1,88,1,0
20224408,2021,7,2.76,42,4,80,1,0
20224409,2022,5,2.93,92,1,94,0,0
20224410,2021,7,2.99,131,1,69,1,0
20224411,2021,6,3.08,77,2,82,0,0
20224412,2023,4,2.79,90,2,98,1,0
20224413,2021,7,1.84,54,0,84,0,1
20224414,2023,3,2.47,139,0,83,0,0
20224415,2021,4,2.17,106,3,79,1,1
20224416,2021,8,3.16,103,4,74,0,1
20224417,2023,6,1.91,107,2,80,0,1
20224418,2022,5,2.93,44,0,71,1,0
20224419,2023,7,2.22,129,4,77,1,1
20224420,2023,3,3.7,128,1,82,1,0
20224421,2023,2,2.47,49,4,88,0,1
20224422,2022,8,2.45,47,2,95,0,0
20224423,2021,2,3.65,51,3,64,0,1
20224424,2023,4,2.63,103,2,98,1,0
20224425,2023,5,3.73,98,0,85,1,0
20224426,2022,2,1.85,106,0,98,0,1
20224427,2023,4,2.41,130,4,70,1,1
20224428,2021,6,3.13,89,2,70,1,0
20224429,2022,4,3.58,62,0,77,1,0
20224430,2021,8,2.31,79,1,71,1,1
20224431,2021,4,3.66,136,1,75,1,0
20224432,2022,8,2.99,117,3,86,0,1
20224433,2023,4,3.4,126,4,95,0,1
20224434,2021,3,2.59,134,0,76,1,0
20224435,2021,4,2.22,116,3,80,1,1
20224436,2021,7,3.62,115,1,96,0,0
20224437,2021,4,3.67,138,3,90,0,1
20224438,2022,3,2.8,57,3,94,0,1
20224439,2022,3,1.81,60,0,86,0,1
20224440,2021,6,2.02,40,0,82,0,1
20224441,2023,8,2.95,77,0,91,1,0
20224442,2021,5,1.85,80,4,76,0,1
20224443,2023,2,2.59,81,3,70,0,1
20224444,2021,2,2.41,48,3,60,0,1
20224445,2023,4,3.23,62,4,87,0,1
20224446,2021,6,1.91,117,1,77,1,0
20224447,2023,4,2.78,50,2,79,1,0
20224448,2021,2,2.96,110,1,66,0,1
20224449,2021,8,3.03,70,4,96,0,1
20224450,2023,8,2.61,127,3,75,1,0
20224451,2022,8,2.41,65,3,98,0,1
20224452,2023,3,3.16,69,0,82,0,0
20224453,2022,5,3.5,73,0,91,1,0
20224454,2021,6,3.19,85,3,76,1,0
20224455,2023,3,3.66,108,3,78,0,1
20224456,2023,5,3.23,44,0,93,0,0
20224457,2023,6,3.33,100,0,73,1,0
20224458,2022,6,2.14,122,1,62,1,1
20224459,2022,2,2.64,77,3,98,1,0
20224460,2021,3,2.77,67,3,84,0,1
20224461,2022,6,2.31,65,4,70,0,1
20224462,2022,7,2.86,100,1,74,0,1
20224463,2021,8,2.38,62,2,78,1,0
20224464,2023,6,3.18,85,2,74,0,1
20224465,2023,5,2.74,69,2,74,1,0
20224466,2021,2,2.72,106,0,97,0,0
20224467,2023,4,3.77,131,2,74,1,0
20224468,2022,8,2.58,72,4,68,0,1
20224469,2021,2,2.52,42,0,64,1,0
20224470,2021,4,2.44,108,0,78,1,0
20224471,2021,3,3.59,122,2,83,1,0
20224472,2023,3,2.79,81,0,88,1,0
20224473,2021,6,3.0,101,1,64,0,1
20224474,2021,7,2.16,97,1,81,1,0
20224475,2021,3,2.88,96,2,72,0,1
20224476,2023,6,2.35,40,4,88,0,1
20224477,2022,8,3.26,112,0,75,1,0
20224478,2021,2,3.47,99,3,95,1,0
20224479,2022,3,3.23,108,2,76,0,0
20224480,2023,2,3.26,98,0,79,0,0
20224481,2023,2,2.82,85,2,73,0,1
20224482,2023,7,3.22,73,2,65,0,1
20224483,2023,3,2.65,136,4,81,0,1
20224484,2022,2,3.1,64,3,99,0,1
20224485,2021,7,2.32,81,0,68,0,1
20224486,2023,7,1.94,68,2,91,1,0
20224487,2023,3,2.63,64,2,83,0,0
20224488,2022,7,2.72,93,0,92,0,0
20224489,2022,3,2.31,112,2,72,1,1
20224490,2023,3,3.26,106,2,94,0,0
20224491,2021,4,1.95,54,2,65,0,1
20224492,2021,2,2.25,43,1,99,1,0
20224493,2023,5,3.3,77,1,89,0,0
20224494,2022,3,2.67,59,3,97,0,1
20224495,2023,2,3.21,62,4,75,1,0
20224496,2023,8,2.93,76,0,60,1,1
20224497,2022,7,3.7,101,4,77,0,1
20224498,2023,6,3.0,47,4,81,1,0
20224499,2023,3,1.83,76,1,85,1,0
20224500,2023,7,2.51,84,3,73,0,1
20224501,2022,7,2.09,136,4,96,1,1
20224502,2021,7,3.65,72,4,73,1,1
20224503,2021,7,2.01,46,2,85,0,1
20224504,2022,7,2.58,61,0,95,0,1
20224505,2021,3,2.25,44,3,82,1,1
20224506,2023,8,3.49,54,0,61,1,0
20224507,2021,5,2.42,60,1,98,0,0
20224508,2023,4,3.78,128,4,66,0,1
20224509,2021,7,1.88,56,4,98,1,1
20224510,2022,7,2.06,95,0,81,0,1
20224511,2021,4,2.25,89,1,87,0,1
20224512,2021,8,3.42,46,2,97,1,0
20224513,2021,8,3.56,89,2,79,1,0
20224514,2022,3,1.94,99,4,77,0,1
20224515,2021,2,1.86,122,4,83,0,1
20224516,2022,6,3.29,46,3,92,1,0
20224517,2023,6,2.07,79,0,85,0,1
20224518,2021,2,2.07,84,4,78,1,1
20224519,2022,3,1.84,98,1,72,0,1
20224520,2022,6,1.9,127,0,69,0,1
20224521,2021,8,2.33,114,3,73,0,1
20224522,2023,4,1.93,94,2,68,1,1
20224523,2022,2,2.54,103,3,70,1,1
20224524,2021,8,3.47,104,0,62,0,1
20224525,2023,5,2.45,93,2,99,0,0
20224526,2022,3,3.26,135,1,71,1,0
20224527,2022,2,1.99,79,2,94,1,0
20224528,2023,6,3.12,92,2,98,0,0
20224529,2023,3,2.43,83,1,98,1,0
20224530,2021,4,3.3,102,4,91,1,1
20224531,2021,3,2.07,41,4,98,0,1
20224532,2022,3,3.6,118,2,73,0,1
20224533,2023,4,2.29,60,2,60,1,1
20224534,2023,7,2.51,127,3,86,1,0
20224535,2023,4,3.7,89,4,96,0,1
20224536,2022,8,2.96,120,1,60,1,0
20224537,2023,3,2.53,91,2,88,0,0
20224538,2023,4,3.7,48,2,83,0,0
20224539,2022,7,2.46,138,3,76,1,0
20224540,2021,8,1.99,59,3,94,0,1
20224541,2021,2,3.79,122,3,90,0,1
20224542,2022,4,2.34,57,0,91,0,1
20224543,2023,4,3.5,123,1,78,0,1
20224544,2022,3,2.13,69,0,90,0,1
20224545,2021,8,3.26,104,2,98,1,0
20224546,2021,2,2.85,63,3,79,0,1
20224547,2022,5,3.76,127,3,87,0,1
20224548,2022,5,2.91,86,3,62,0,1
20224549,2021,6,1.85,122,4,91,1,1
20224550,2022,4,3.01,133,1,81,0,0
20224551,2021,4,2.09,129,0,74,0,1
20224552,2022,2,3.4,83,1,97,0,0
20224553,2022,7,3.51,68,3,78,0,1
20224554,2022,5,2.76,116,2,90,1,0
20224555,2021,6,3.37,107,4,85,1,0
20224556,2022,2,2.09,56,1,64,0,1
20224557,2021,4,2.78,136,2,79,1,0
20224558,2021,5,2.59,44,3,61,1,1
20224559,2022,8,3.02,131,3,80,1,0
20224560,2022,6,1.89,127,3,95,0,1
20224561,2021,3,3.3,120,3,87,0,1
20224562,2021,5,1.96,89,4,79,0,1
20224563,2023,6,3.11,79,4,96,0,1
20224564,2021,2,1.84,85,1,98,0,1
20224565,2023,3,3.46,90,3,95,0,1
20224566,2023,6,2.15,50,4,70,1,1
20224567,2023,6,2.83,51,2,62,1,0
20224568,2022,4,2.32,52,4,96,1,1
20224569,2022,7,3.25,103,4,79,1,0
20224570,2021,5,2.44,47,1,91,1,0
20224571,2023,4,3.25,104,4,84,0,1
20224572,2022,8,2.37,48,2,80,0,1
20224573,2022,3,3.3,131,3,75,1,0
20224574,2022,7,1.86,41,0,60,0,1
20224575,2022,6,2.37,117,1,82,0,1
20224576,2022,4,2.8,52,2,83,0,1
20224577,2023,7,1.89,41,1,84,0,1
20224578,2023,8,2.17,107,3,66,0,1
20224579,2023,5,3.67,115,4,97,1,0
20224580,2023,8,3.75,87,4,98,1,0
20224581,2021,3,3.28,113,2,94,1,0
20224582,2023,2,2.3,42,3,73,0,1
20224583,2022,4,2.32,107,0,68,0,1
20224584,2023,3,3.09,45,0,62,0,1
20224585,2021,2,2.04,126,4,97,0,1
20224586,2022,4,3.7,44,3,79,1,0
20224587,2023,3,2.25,42,3,92,0,1
20224588,2023,8,3.8,49,2,91,1,0
20224589,2023,3,2.79,82,0,95,1,0
20224590,2022,7,3.34,58,2,85,1,0
20224591,2022,8,1.8,53,1,64,1,1
20224592,2021,4,3.58,60,3,89,0,1
20224593,2022,3,2.34,82,0,76,0,1
20224594,2022,6,3.14,67,2,65,1,0
20224595,2023,4,3.41,60,4,74,0,1
20224596,2022,3,2.13,75,1,60,0,1
20224597,2023,7,2.69,63,2,72,0,1
20224598,2023,2,2.79,93,4,93,1,0
20224599,2022,2,2.42,77,0,89,1,0
20224600,2021,6,2.76,56,0,78,1,0
20224601,2021,4,2.44,61,1,61,1,0
20224602,2022,7,2.52,122,4,71,1,1
20224603,2021,3,3.14,84,3,99,1,0
20224604,2023,3,3.07,113,0,83,1,0
20224605,2023,2,2.26,100,3,70,0,1
20224606,2022,7,3.59,50,3,61,1,1
20224607,2021,8,3.53,100,2,60,0,1
20224608,2021,6,2.82,77,2,87,1,0
20224609,2023,2,2.67,105,0,63,0,1
20224610,2022,2,2.55,72,3,89,0,1
20224611,2021,6,3.21,82,2,66,0,1
20224612,2022,4,3.14,70,4,81,0,1
20224613,2021,3,2.19,74,4,85,1,1
20224614,2023,4,3.14,76,4,88,1,0
20224615,2023,7,2.3,86,4,84,1,1
20224616,2022,8,1.84,139,3,69,1,1
20224617,2023,5,3.2,62,4,79,1,0
20224618,2021,5,3.09,75,3,73,1,1
20224619,2023,5,2.62,79,0,92,1,0
20224620,2022,6,2.85,129,0,64,1,0
20224621,2022,2,3.69,128,4,65,1,1
20224622,2022,8,2.99,120,4,81,1,0
20224623,2021,4,3.12,54,4,76,1,0
20224624,2021,3,1.93,76,0,74,0,1
20224625,2021,5,2.13,43,2,98,0,1
20224626,2021,4,2.4,61,0,99,0,0
20224627,2021,5,2.88,120,4,87,0,1
20224628,2023,8,3.35,61,2,61,0,1
20224629,2021,5,2.44,120,2,77,1,0
20224630,2021,3,2.51,117,1,86,1,0
20224631,2023,7,2.31,117,3,80,0,1
20224632,2021,7,2.31,56,4,82,1,1
20224633,2022,8,3.7,111,3,66,0,1
20224634,2021,7,3.07,137,1,78,1,0
20224635,2021,6,2.11,129,3,68,1,1
20224636,2022,2,3.24,133,4,71,0,1
20224637,2022,6,3.24,125,1,89,0,0
20224638,2022,4,3.13,119,3,66,0,1
20224639,2022,6,2.07,133,0,61,1,1
20224640,2021,4,2.62,119,2,76,0,0
20224641,2022,4,2.01,77,1,70,1,1
20224642,2022,2,3.43,63,0,71,1,0
20224643,2023,3,3.11,139,4,62,1,1
20224644,2022,8,2.81,138,2,80,1,0
20224645,2022,2,2.49,45,1,73,0,1
20224646,2023,8,2.17,107,2,74,0,1
20224647,2023,7,2.01,121,1,69,0,1
20224648,2021,7,3.74,45,1,95,0,0
20224649,2023,6,2.2,65,3,69,1,1
20224650,2021,4,1.92,130,2,76,0,1
20224651,2023,5,3.72,80,2,84,0,0
20224652,2023,5,2.9,114,0,86,0,0
20224653,2021,8,3.39,77,4,92,0,1
20224654,2023,4,1.89,119,0,70,1,1
20224655,2021,8,2.93,122,3,72,1,1
20224656,2023,2,2.6,82,1,60,1,0
20224657,2022,3,3.34,92,3,90,1,0
20224658,2023,2,1.88,54,3,92,0,1
20224659,2021,4,2.6,129,0,80,1,0
20224660,2023,4,3.4,95,1,75,0,0
20224661,2021,3,2.85,95,4,98,0,1
20224662,2021,8,2.9,70,3,82,0,1
20224663,2022,6,1.99,122,4,69,0,1
20224664,2022,6,2.06,96,1,92,1,0
20224665,2021,3,3.15,90,1,81,1,0
20224666,2023,6,3.15,63,0,65,0,1
20224667,2021,5,3.76,97,2,95,1,0
20224668,2021,6,3.22,112,0,69,1,0
20224669,2023,6,2.79,126,4,75,0,1
20224670,2023,6,3.51,43,0,72,0,1
20224671,2023,5,2.01,49,1,79,1,0
20224672,2023,8,2.7,102,3,63,0,1
20224673,2021,6,2.37,112,2,79,1,0
20224674,2021,7,2.01,122,1,81,0,1
20224675,2022,5,3.33,54,3,88,0,1
20224676,2021,3,2.82,137,4,75,0,1
20224677,2023,2,2.91,102,4,82,0,1
20224678,2022,3,2.62,58,4,89,1,0
20224679,2023,2,2.72,102,0,89,1,0
20224680,2021,3,2.03,95,4,62,1,1
20224681,2022,7,3.15,60,4,83,1,0
20224682,2023,2,2.66,73,0,96,0,0
20224683,2022,2,3.43,56,3,72,0,1
20224684,2022,4,2.19,57,1,91,1,0
20224685,2021,2,2.21,120,2,96,1,0
20224686,2023,2,3.09,105,4,71,1,1
20224687,2022,4,3.49,90,4,67,1,1
20224688,2022,6,2.74,104,4,83,1,0
20224689,2023,6,3.25,82,0,75,0,0
20224690,2022,4,3.8,96,0,91,1,0
20224691,2022,5,3.78,49,0,93,1,0
20224692,2022,2,3.29,76,2,94,0,0
20224693,2023,2,3.28,87,1,91,0,0
20224694,2023,4,2.3,108,4,76,1,1
20224695,2023,4,3.47,95,3,61,1,1
20224696,2023,5,2.61,115,4,85,1,0
20224697,2021,7,3.72,75,4,76,0,1
20224698,2022,6,1.96,70,4,97,1,1
20224699,2023,3,2.67,94,4,61,1,1
20224700,2022,7,2.91,77,1,67,0,1
20224701,2022,8,2.61,112,3,65,0,1
20224702,2021,6,2.22,129,0,68,0,1
20224703,2023,2,2.99,54,3,60,0,1
20224704,2023,8,3.31,55,4,64,1,1
20224705,2022,7,3.09,116,3,98,0,1
20224706,2023,4,2.27,128,4,68,0,1
20224707,2022,5,3.26,133,3,73,0,1
20224708,2022,6,2.31,92,2,86,1,0
20224709,2021,5,2.15,95,3,68,0,1
20224710,2021,8,3.18,46,0,95,1,0
20224711,2021,6,3.49,96,0,88,0,0
20224712,2022,7,2.76,94,3,79,1,1
20224713,2023,2,2.86,91,3,74,1,1
20224714,2021,3,2.41,43,1,95,1,0
20224715,2023,5,2.79,82,3,62,0,1
20224716,2021,5,2.06,79,0,82,1,0
20224717,2021,3,3.71,69,2,68,0,1
20224718,2022,5,3.4,49,0,89,0,0
20224719,2021,5,3.14,133,1,78,1,0
20224720,2021,6,2.88,46,3,97,0,1
20224721,2022,6,3.38,75,2,62,1,1
20224722,2023,3,2.79,74,0,62,0,1
20224723,2021,8,2.4,127,2,93,1,0
20224724,2022,2,2.12,78,4,61,0,1
20224725,2021,7,3.1,75,0,86,1,0
20224726,2022,7,3.66,59,4,82,0,1
20224727,2023,8,2.11,88,2,91,0,1
20224728,2023,5,2.16,135,3,94,1,1
20224729,2022,2,2.67,98,3,99,0,1
20224730,2022,3,3.41,88,3,77,0,1
20224731,2022,8,2.39,129,4,86,1,1
20224732,2023,3,2.31,65,3,70,1,1
20224733,2021,6,3.04,75,1,98,1,0
20224734,2023,5,2.87,82,0,78,1,0
20224735,2022,4,1.92,138,0,84,1,1
20224736,2022,3,1.96,82,2,66,0,1
20224737,2023,8,3.09,138,4,90,1,0
20224738,2022,5,2.73,115,0,61,0,1
20224739,2023,2,3.74,72,4,97,0,1
20224740,2022,8,3.16,139,2,64,0,1
20224741,2021,6,1.82,117,3,73,0,1
20224742,2021,7,2.76,136,2,77,0,0
20224743,2022,2,2.63,84,1,95,1,0
20224744,2023,3,2.01,84,3,63,1,1
20224745,2021,3,3.65,127,3,83,1,0
20224746,2023,2,3.41,54,3,72,1,1
20224747,2022,3,2.26,134,2,80,1,0
20224748,2023,8,2.31,56,1,92,1,0
20224749,2021,5,1.86,51,4,79,0,1
20224750,2023,3,2.39,61,2,64,1,1
20224751,2023,6,2.97,62,0,83,1,0
20224752,2022,5,2.64,129,0,94,1,0
20224753,2022,8,3.74,117,2,89,1,0
20224754,2022,4,1.91,51,4,87,1,1
20224755,2021,3,2.98,107,0,66,0,1
20224756,2021,3,3.52,90,4,94,0,1
20224757,2022,6,2.76,52,3,89,0,1
20224758,2022,8,1.81,96,2,93,1,0
20224759,2021,6,2.29,94,3,98,1,1
20224760,2021,7,2.45,121,0,68,1,0
20224761,2021,8,3.73,67,4,71,0,1
20224762,2021,2,3.62,83,3,88,0,1
20224763,2022,2,3.7,58,0,69,1,0
20224764,2021,2,3.45,85,1,86,1,0
20224765,2022,6,2.5,42,3,78,0,1
20224766,2023,2,3.61,122,1,72,0,1
20224767,2023,8,3.76,59,1,96,0,0
20224768,2021,2,2.5,64,0,91,1,0
20224769,2023,4,2.32,114,2,74,0,1
20224770,2023,2,2.89,95,4,80,1,0
20224771,2023,3,2.17,120,0,62,1,1
20224772,2021,7,1.87,100,3,67,1,1
20224773,2021,6,3.69,94,4,65,0,1
20224774,2023,5,3.65,74,2,88,0,0
20224775,2022,7,2.13,117,0,78,0,1
20224776,2023,4,2.62,98,2,76,0,1
20224777,2021,6,3.46,78,3,69,1,1
20224778,2021,8,3.12,96,0,92,1,0
20224779,2021,6,2.59,122,3,72,1,1
20224780,2023,3,3.29,106,4,86,1,0
20224781,2022,8,3.59,73,4,71,0,1
20224782,2021,7,3.65,80,2,61,1,1
20224783,2021,7,2.56,61,2,69,0,1
20224784,2023,2,2.15,66,4,80,1,1
20224785,2022,8,3.63,60,1,82,0,0
20224786,2023,3,1.99,80,4,60,1,1
20224787,2021,2,3.24,70,0,92,1,0
20224788,2022,2,2.08,66,3,85,0,1
20224789,2022,6,2.58,76,4,74,1,1
20224790,2021,7,2.62,105,4,81,0,1
20224791,2022,2,2.12,93,3,84,1,1
20224792,2022,4,3.65,48,3,60,0,1
20224793,2023,4,1.81,122,0,85,0,1
20224794,2021,7,3.59,81,3,80,0,1
20224795,2021,4,3.57,75,2,83,0,0
20224796,2021,6,2.43,49,4,98,1,0
20224797,2021,3,3.21,98,3,75,0,1
20224798,2021,5,2.31,79,0,91,0,1
20224799,2022,2,3.32,93,3,75,0,1
20224800,2023,5,2.92,78,4,72,0,1
20224801,2021,3,2.4,46,1,91,1,0
20224802,2023,3,2.6,43,3,83,0,1
20224803,2023,6,3.18,54,2,72,1,0
20224804,2022,4,3.61,115,4,70,1,1
20224805,2021,4,2.06,87,0,74,0,1
20224806,2022,3,2.94,45,4,69,0,1
20224807,2021,6,2.31,112,1,62,0,1
20224808,2022,6,3.4,74,0,75,0,1
20224809,2023,7,1.94,111,1,76,1,1
20224810,2021,8,3.18,110,1,84,1,0
20224811,2023,2,2.15,107,2,89,0,1
20224812,2023,8,2.99,97,3,94,0,1
20224813,2022,4,3.47,116,2,96,1,0
20224814,2021,3,3.31,58,2,72,1,0
20224815,2023,7,3.31,101,2,83,0,0
20224816,2022,5,2.84,110,0,97,0,0
20224817,2021,4,3.58,49,3,85,0,1
20224818,2021,2,2.98,64,3,68,0,1
20224819,2023,6,3.64,83,0,78,0,0
20224820,2021,3,2.89,138,2,87,0,0
20224821,2023,4,2.81,97,2,66,1,0
20224822,2021,5,2.24,64,1,81,1,0
20224823,2022,2,2.89,132,1,89,1,0
20224824,2023,2,2.08,115,4,96,1,1
20224825,2023,7,3.54,79,1,75,0,0
20224826,2021,4,3.15,115,3,95,0,1
20224827,2021,5,3.79,109,0,64,1,0
20224828,2023,2,1.98,49,2,88,0,1
20224829,2021,3,2.28,105,4,82,0,1
20224830,2022,2,3.55,64,1,65,0,1
20224831,2021,5,2.59,110,4,95,1,1
20224832,2022,6,2.73,126,0,92,1,0
20224833,2022,6,3.52,50,0,75,1,0
20224834,2022,7,2.84,75,4,93,1,0
20224835,2022,4,2.19,88,4,85,1,1
20224836,2022,5,3.58,87,4,96,1,0
20224837,2021,7,1.86,126,2,72,1,1
20224838,2022,8,3.59,46,3,76,0,1
20224839,2021,2,1.9,130,1,91,1,0
20224840,2022,8,3.13,116,1,91,0,0
20224841,2023,2,1.94,90,1,87,0,1
20224842,2022,6,3.21,56,4,88,1,0
20224843,2023,7,1.87,71,4,84,0,1
20224844,2022,6,3.48,65,4,81,0,1
20224845,2022,3,2.73,61,2,86,1,0
20224846,2022,8,1.99,52,2,97,0,1
